operacion;cliente;comercial;origen;destino;incoterm;pais;transporte;qpallets;costotransporte;tarifacomerciales;precio;agencia;fechacarga;producto
596;8400;MARIA;ARASOL;NEW YORK;CFR;ESTADOS UNIDOS;40';25;3165;1900;20969;TRANSITEX;5/2021;ACEITUNAS  RELLENAS  ANCHOA
597;7800;DAVID;OLIVES;HINCKLEY;DAP;REINO UNIDO;40';25;2280;2243;19980;TRANSITEX;5/2021;ACEITUNAS VERDES  RODAJAS
598;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;20';11;1480;1600;18791;PINTO BASTO;5/2021;ACEITUNAS VERDES  RODAJAS
599;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1620;1800;5888;PINTO BASTO;5/2021;ACEITUNAS VERDES SIN HUESO
600;7500;MARIA;ARASOL;LONG BEACH;CIF;ESTADOS UNIDOS;40';25;4400;3250;19980;BORTESI;5/2021;ACEITUNAS VERDES  RODAJAS
601;8900;MARIA;ARASOL;NORFOLK;CIF;ESTADOS UNIDOS;40';25;3375;2100;19980;BORTESI;5/2021;ACEITUNAS VERDES  RODAJAS
602;8900;MARIA;ARASOL;MIAMI;CIF;ESTADOS UNIDOS;40';25;3500;2400;21744;BORTESI;5/2021;ACEITUNAS NEGRAS RODAJAS
603;1100;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2170;1650;19980;TRANSITEX;5/2021;ACEITUNAS VERDES  RODAJAS
604;400;PACHI;ARASOL;KARACHI;CFR;PAKISTAN;20';11;2040;1825;9226;YUSEN LOGISTICS;5/2021;ACEITUNAS  RELLENAS  ANCHOA
605;400;PACHI;ARASOL;KARACHI;CFR;PAKISTAN;20';11;2040;1825;9226;YUSEN LOGISTICS;5/2021;ACEITUNAS  RELLENAS  ANCHOA
606;400;PACHI;ARASOL;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1720;1825;18791;PINTO BASTO;5/2021;ACEITUNAS VERDES  RODAJAS
607;400;PACHI;ARASOL;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1720;1825;9567;PINTO BASTO;5/2021;ACEITUNAS NEGRAS RODAJAS
608;5100;DAVID;OSUNA;VITTERBO;DAP;ITALIA;CAMION;33;1780;2370;23485;LIBERTIA;6/2021;ACEITUNAS  RELLENAS  ANCHOA
609;4300;IRENE;ACENORCA;BOCHUM;DAP;ALEMANIA;CAMION;33;2010;2150;14988;TRANSTIRA;6/2021;ACEITUNAS VERDES SIN HUESO
610;7000;DAVID;ARASOL;MONTEPRANDONE;DAP;ITALIA;CAMION;33;2165;2200;22378;LIBERTIA;6/2021;ACEITUNAS VERDES  RODAJAS
611;8500;MARIA;ARASOL;MIAMI;CIF;ESTADOS UNIDOS;40';25;3500;2400;20969;BORTESI;6/2021;ACEITUNAS  RELLENAS  ANCHOA
612;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1150;1300;23362;RLC;6/2021;ACEITUNAS RELLENAS PIMIENTO
613;10400;PACHI;OLIVES;LUBLIN;DDP;POLONIA;CAMION;33;3800;3100;24353;NEPTUNE;6/2021;ACEITUNAS NEGRAS RODAJAS
614;8600;MARIA;ARASOL;MONTREAL;CIF;CANADA;40';25;760;750;21744;COREFREIGHT;6/2021;ACEITUNAS NEGRAS RODAJAS
615;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1710;2100;5888;PINTO BASTO;6/2021;ACEITUNAS VERDES SIN HUESO
616;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;2003;2195;20859;CONTAINERSHIPS;6/2021;ACEITUNAS RELLENAS PIMIENTO
617;7000;DAVID;CAZORLA;MONTEPRANDONE;DAP;ITALIA;CAMION;33;2050;2050;24353;LKW WALTER;6/2021;ACEITUNAS NEGRAS RODAJAS
618;6100;IRENE;OSUNA;HAMBURGO;DAP;ALEMANIA;40';25;1830;1579;20969;CONTAINERSHIPS;6/2021;ACEITUNAS  RELLENAS  ANCHOA
619;7700;IRENE;OSUNA;ZEEBRUGGE;DAP;BELGICA;40';25;1903;2195;20859;CONTAINERSHIPS;6/2021;ACEITUNAS RELLENAS PIMIENTO
620;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;CAMION;33;2350;2300;23485;TRANSTIRA;6/2021;ACEITUNAS  RELLENAS  ANCHOA
621;1100;PACHI;ARASOL;JEDDAH;DDP;ARABIA SAUDITA;40';25;1865;1960;20969;TRANSITEX;6/2021;ACEITUNAS  RELLENAS  ANCHOA
622;4800;DAVID;ACENORCA;CHARD;DDP;REINO UNIDO;20';11;3242;2800;18791;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES  RODAJAS
623;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;8050;8850;13382;BORTESI;6/2021;ACEITUNAS VERDES SIN HUESO
624;3700;DAVID;ARASOL;PARK ROYAL;DDP;REINO UNIDO;40';25;2917;3000;21744;CONTAINERSHIPS;6/2021;ACEITUNAS NEGRAS RODAJAS
625;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1675;1579;20859;BRAID;6/2021;ACEITUNAS RELLENAS PIMIENTO
626;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1160;1750;21744;TRANSITEX;6/2021;ACEITUNAS NEGRAS RODAJAS
627;7700;IRENE;OLIVES;ZEEBRUGGE;DDP;BELGICA;CAMION;33;1850;2195;23485;LKW WALTER;6/2021;ACEITUNAS  RELLENAS  ANCHOA
628;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;1780;1650;20969;CONTAINERSHIPS;6/2021;ACEITUNAS  RELLENAS  ANCHOA
629;7700;IRENE;OSUNA;ZEEBRUGGE;DDP;BELGICA;CAMION;33;2000;2195;24353;LKW WALTER;6/2021;ACEITUNAS NEGRAS RODAJAS
630;5100;DAVID;OSUNA;VITTERBO;DAP;ITALIA;CAMION;33;2154;2200;23362;LIBERTIA;6/2021;ACEITUNAS RELLENAS PIMIENTO
631;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1795;2700;9567;PINTO BASTO;6/2021;ACEITUNAS NEGRAS RODAJAS
632;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1825;1750;14988;TRANSNABA;6/2021;ACEITUNAS VERDES SIN HUESO
633;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;1858;1725;21744;CONTAINERSHIPS;6/2021;ACEITUNAS NEGRAS RODAJAS
634;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;40';25;1706;1650;13382;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES SIN HUESO
635;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;40';25;1706;1400;13382;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES SIN HUESO
636;3900;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;20';11;1739;2250;9567;CONTAINERSHIPS;6/2021;ACEITUNAS NEGRAS RODAJAS
637;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;20';11;1739;1400;5888;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES SIN HUESO
638;7500;MARIA;ARASOL;LONG BEACH;CIF;ESTADOS UNIDOS;40';25;6500;6500;13382;BORTESI;6/2021;ACEITUNAS VERDES SIN HUESO
639;7400;DAVID;OLIVES;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2100;2150;23485;TRANSTIRA;6/2021;ACEITUNAS  RELLENAS  ANCHOA
640;8800;MARIA;ACENORCA;BALTIMORE;CIF;ESTADOS UNIDOS;40';25;4650;2500;19980;BORTESI;6/2021;ACEITUNAS VERDES  RODAJAS
641;8800;MARIA;ACENORCA;BALTIMORE;CIF;ESTADOS UNIDOS;40';25;4850;2500;20969;BORTESI;6/2021;ACEITUNAS  RELLENAS  ANCHOA
642;7000;DAVID;CAZORLA;MONTEPRANDONE;DAP;ITALIA;CAMION;33;2050;2050;23485;LKW WALTER;6/2021;ACEITUNAS  RELLENAS  ANCHOA
643;7000;DAVID;ACENORCA;MONTEPRANDONE;DAP;ITALIA;CAMION;33;2100;2150;24353;LIBERTIA;6/2021;ACEITUNAS NEGRAS RODAJAS
644;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;6400;6400;19980;TRANSITEX;6/2021;ACEITUNAS VERDES  RODAJAS
645;6000;IRENE;ACENORCA;BOCHUM;DAP;ALEMANIA;20';11;2029;1900;5888;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES SIN HUESO
646;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;2133;1650;13382;YUSEN LOGISTICS;6/2021;ACEITUNAS VERDES SIN HUESO
647;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2030;2550;22378;TRANSTIRA;6/2021;ACEITUNAS VERDES  RODAJAS
648;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2000;2550;22378;TRANSTIRA;6/2021;ACEITUNAS VERDES  RODAJAS
649;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2000;2550;23362;TRANSTIRA;6/2021;ACEITUNAS RELLENAS PIMIENTO
650;10200;ISABEL;OLIVES;KLAIPEDA;CIF;LITUANIA;20';11;1399;1600;9567;YUSEN LOGISTICS;6/2021;ACEITUNAS NEGRAS RODAJAS
651;4900;IRENE;ACENORCA;GELSENKIRCHEN;DAP;ALEMANIA;20';11;2046;2350;9226;CONTAINERSHIPS;6/2021;ACEITUNAS  RELLENAS  ANCHOA
652;4800;DAVID;ACENORCA;CHARD;DAP;REINO UNIDO;20';11;2377;2300;9567;CONTAINERSHIPS;6/2021;ACEITUNAS NEGRAS RODAJAS
653;4500;DAVID;ACENORCA;PORTSMOUTH;DAP;REINO UNIDO;20';11;2133;3200;19178;CONTAINERSHIPS;6/2021;ACEITUNAS RELLENAS PIMIENTO
654;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1711;2250;19980;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES  RODAJAS
655;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;20';11;1470;2550;19178;TRANSITEX;6/2021;ACEITUNAS RELLENAS PIMIENTO
656;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1225;1425;23485;EXPORT CARGO;6/2021;ACEITUNAS  RELLENAS  ANCHOA
657;8500;MARIA;ARASOL;MIAMI;CIF;ESTADOS UNIDOS;40';25;3500;2400;20969;BORTESI;6/2021;ACEITUNAS  RELLENAS  ANCHOA
658;2100;DAVID;ARASOL;LEYTON;DAP;REINO UNIDO;20';11;1638;2550;5888;CONTAINERSHIPS;6/2021;ACEITUNAS VERDES SIN HUESO
659;2100;DAVID;ARASOL;MANCHESTER;DAP;REINO UNIDO;40';25;2088;2600;21744;CONTAINERSHIPS;6/2021;ACEITUNAS NEGRAS RODAJAS
660;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1620;1800;5888;PINTO BASTO;6/2021;ACEITUNAS VERDES SIN HUESO
661;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;1560;1650;13382;PINTO BASTO;6/2021;ACEITUNAS VERDES SIN HUESO
662;7800;DAVID;OSUNA;LUTTERWORTH;DAP;REINO UNIDO;40';25;2143;2227;20969;CONTAINERSHIPS;6/2021;ACEITUNAS  RELLENAS  ANCHOA
663;7800;DAVID;OLIVES;HINCKLEY;DAP;REINO UNIDO;40';25;2143;2227;20859;CONTAINERSHIPS;6/2021;ACEITUNAS RELLENAS PIMIENTO
664;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2400;2243;20859;TRANSITEX;6/2021;ACEITUNAS RELLENAS PIMIENTO
665;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;1560;1650;20969;PINTO BASTO;6/2021;ACEITUNAS  RELLENAS  ANCHOA
666;1100;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;20';11;1755;1450;18791;PINTO BASTO;6/2021;ACEITUNAS VERDES  RODAJAS
667;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1810;2200;20969;PINTO BASTO;6/2021;ACEITUNAS  RELLENAS  ANCHOA
668;7400;DAVID;ACENORCA;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2450;2450;24353;RLC;6/2021;ACEITUNAS NEGRAS RODAJAS
669;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;2000;1850;24353;RLC;6/2021;ACEITUNAS NEGRAS RODAJAS
670;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;1605;2400;19980;DSV;6/2021;ACEITUNAS VERDES  RODAJAS
671;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;1745;1650;13382;TRANSITEX;7/2021;ACEITUNAS VERDES SIN HUESO
672;900;PACHI;OLIVES;JEDDAH;CFR;ARABIA SAUDITA;40';25;2080;2250;19980;OPERINTER;7/2021;ACEITUNAS VERDES  RODAJAS
673;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1710;2100;19178;PINTO BASTO;7/2021;ACEITUNAS RELLENAS PIMIENTO
674;7700;IRENE;OSUNA;ZEEBRUGGE;DDP;BELGICA;CAMION;33;2450;2495;24353;TRANSTIRA;7/2021;ACEITUNAS NEGRAS RODAJAS
675;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;20';11;2330;3900;9226;CONTAINERSHIPS;7/2021;ACEITUNAS  RELLENAS  ANCHOA
676;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1900;1680;22378;TRANSPORSTES JUAN ANTONIO;7/2021;ACEITUNAS VERDES  RODAJAS
677;200;PACHI;ARASOL;POTI;CFR;GEORGIA;40';25;1675;2245;20969;DSV;7/2021;ACEITUNAS  RELLENAS  ANCHOA
678;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1785;2100;19178;SEALAND;7/2021;ACEITUNAS RELLENAS PIMIENTO
679;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1790;1900;13382;TRANSITEX;7/2021;ACEITUNAS VERDES SIN HUESO
680;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;1960;2600;22378;TRANSTIRA;7/2021;ACEITUNAS VERDES  RODAJAS
681;10200;ISABEL;OSUNA;KLAIPEDA;CIF;LITUANIA;40';25;1295;1600;19980;DSV;7/2021;ACEITUNAS VERDES  RODAJAS
682;7800;DAVID;OLIVES;HINCKLEY;DAP;REINO UNIDO;40';25;2280;2243;20969;TRANSITEX;7/2021;ACEITUNAS  RELLENAS  ANCHOA
683;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2335;2250;13382;TRANSITEX;7/2021;ACEITUNAS VERDES SIN HUESO
684;8400;MARIA;ARASOL;NEW YORK;CFR;ESTADOS UNIDOS;40';25;4750;4750;20969;BORTESI;7/2021;ACEITUNAS  RELLENAS  ANCHOA
685;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2230;2550;24353;TRANSTIRA;7/2021;ACEITUNAS NEGRAS RODAJAS
686;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1465;1800;9226;BRAID;7/2021;ACEITUNAS  RELLENAS  ANCHOA
687;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;2530;2600;23362;MANERO;7/2021;ACEITUNAS RELLENAS PIMIENTO
688;9700;PACHI;ACENORCA;ACAJUTLA;CFR;COLOMBIA;40';25;9350;9500;20859;TRANSITEX;7/2021;ACEITUNAS RELLENAS PIMIENTO
689;8900;MARIA;ARASOL;NORFOLK;CIF;ESTADOS UNIDOS;40';25;3375;2100;20969;BORTESI;7/2021;ACEITUNAS  RELLENAS  ANCHOA
690;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1785;2100;19178;SEALAND;7/2021;ACEITUNAS RELLENAS PIMIENTO
691;4800;DAVID;ARASOL;CHARD;DAP;REINO UNIDO;20';11;2615;2900;18791;ELLERMAN;7/2021;ACEITUNAS VERDES  RODAJAS
692;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1500;1680;24353;TRANSPORTES RUIZ Y BEJARANO;7/2021;ACEITUNAS NEGRAS RODAJAS
693;600;PACHI;OSUNA;SHUWAIKH;CIF;KUWAIT;40';25;2240;4100;20969;BRAID;7/2021;ACEITUNAS  RELLENAS  ANCHOA
694;7800;DAVID;OSUNA;LUTTERWORTH;DAP;REINO UNIDO;40';25;2293;2393;20859;CONTAINERSHIPS;7/2021;ACEITUNAS RELLENAS PIMIENTO
695;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;40';25;1706;1650;13382;CONTAINERSHIPS;7/2021;ACEITUNAS VERDES SIN HUESO
696;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;2015;2195;21744;TRANSITEX;7/2021;ACEITUNAS NEGRAS RODAJAS
697;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;1535;1450;13382;DSV;7/2021;ACEITUNAS VERDES SIN HUESO
698;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1580;1850;24353;PEREZ RANGEL;7/2021;ACEITUNAS NEGRAS RODAJAS
699;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1700;2300;22378;PEREZ RANGEL;7/2021;ACEITUNAS VERDES  RODAJAS
700;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1740;1600;9567;PINTO BASTO;7/2021;ACEITUNAS NEGRAS RODAJAS
701;10400;PACHI;OLIVES;TERESIN;DDP;POLONIA;CAMION;33;3250;3000;14988;NEPTUNE;7/2021;ACEITUNAS VERDES SIN HUESO
702;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1640;1680;22378;CECAMAN;7/2021;ACEITUNAS VERDES  RODAJAS
703;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2106;2400;21744;DSV;7/2021;ACEITUNAS NEGRAS RODAJAS
704;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1640;1680;24353;CECAMAN;7/2021;ACEITUNAS NEGRAS RODAJAS
705;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1580;1680;23485;PEREZ RANGEL;7/2021;ACEITUNAS  RELLENAS  ANCHOA
706;200;PACHI;OSUNA;POTI;CFR;GEORGIA;20';11;2260;2245;9567;PINTO BASTO;7/2021;ACEITUNAS NEGRAS RODAJAS
707;200;PACHI;OSUNA;POTI;CFR;GEORGIA;20';11;2297;2245;9567;PINTO BASTO;7/2021;ACEITUNAS NEGRAS RODAJAS
708;6000;IRENE;ACENORCA;HAMMERSBACH;DAP;ALEMANIA;CAMION;33;2725;3040;22378;VERTEX;7/2021;ACEITUNAS VERDES  RODAJAS
709;2400;DAVID;CAZORLA;LOMATRANS;DAP;FRANCIA;CAMION;33;1180;1680;22378;JOMAPORTES;7/2021;ACEITUNAS VERDES  RODAJAS
710;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1100;1750;19980;PINTO BASTO;7/2021;ACEITUNAS VERDES  RODAJAS
711;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2270;2300;20859;PINTO BASTO;7/2021;ACEITUNAS RELLENAS PIMIENTO
712;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2030;2550;24353;TRANSTIRA;7/2021;ACEITUNAS NEGRAS RODAJAS
713;6300;PACHI;OSUNA;GDANSK;DDP;POLONIA;20';11;1360;1600;9567;SEALAND;7/2021;ACEITUNAS NEGRAS RODAJAS
714;900;PACHI;OLIVES;JEDDAH;CFR;ARABIA SAUDITA;40';25;2080;2250;13382;OPERINTER;7/2021;ACEITUNAS VERDES SIN HUESO
715;9300;DAVID;OSUNA;FAFE;DDP;PORTUGAL;CAMION;33;740;800;14988;TOMAS FERNANDEZ;7/2021;ACEITUNAS VERDES SIN HUESO
716;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1900;1940;9567;OPERINTER;7/2021;ACEITUNAS NEGRAS RODAJAS
717;9600;PACHI;ACENORCA;CARTAGENA DE INDIAS;CIF;COLOMBIA;CAMION;33;3500;3500;23485;PINTO BASTO;7/2021;ACEITUNAS  RELLENAS  ANCHOA
718;10400;PACHI;OLIVES;TERESIN;DDP;POLONIA;CAMION;33;2925;3000;23485;RLC;7/2021;ACEITUNAS  RELLENAS  ANCHOA
719;10400;PACHI;OLIVES;LUBLIN;DDP;POLONIA;CAMION;33;3000;3000;14988;SILVAN LOGISTICS;7/2021;ACEITUNAS VERDES SIN HUESO
720;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1650;2000;5888;TRANSITEX;8/2021;ACEITUNAS VERDES SIN HUESO
721;8600;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;995;950;20859;COREFREIGHT;8/2021;ACEITUNAS RELLENAS PIMIENTO
722;3200;DAVID;ACENORCA;LURE;DAP;FRANCIA;CAMION;33;1850;2000;24353;MORARTE;8/2021;ACEITUNAS NEGRAS RODAJAS
723;2400;DAVID;OLIVES;LOMATRANS;DDP;FRANCIA;CAMION;33;1900;2300;22378;JUAN PIZARRO;8/2021;ACEITUNAS VERDES  RODAJAS
724;2000;DAVID;ACENORCA;LIEUSAINT;DDP;FRANCIA;CAMION;33;2250;2600;14988;CARCABA;8/2021;ACEITUNAS VERDES SIN HUESO
725;7600;IRENE;OSUNA;HERMALLES;DAP;BELGICA;CAMION;33;2750;2350;14988;TRANSTIRA;8/2021;ACEITUNAS VERDES SIN HUESO
726;4100;DAVID;OLIVES;SAINT BONNET LES OULES;DAP;FRANCIA;CAMION;33;2053;1850;14988;RETAIL EXTENDED LOG;8/2021;ACEITUNAS VERDES SIN HUESO
727;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1650;2000;9226;TRANSITEX;8/2021;ACEITUNAS  RELLENAS  ANCHOA
728;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1655;1579;20969;BRAID;8/2021;ACEITUNAS  RELLENAS  ANCHOA
729;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;7615;8850;13382;TRANSITEX;8/2021;ACEITUNAS VERDES SIN HUESO
730;2100;DAVID;ARASOL;LEYTON;DAP;REINO UNIDO;40';25;2823;3050;19980;CONTAINERSHIPS;8/2021;ACEITUNAS VERDES  RODAJAS
731;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1975;2195;13382;TRANSITEX;8/2021;ACEITUNAS VERDES SIN HUESO
732;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;2030;2245;13382;PINTO BASTO;8/2021;ACEITUNAS VERDES SIN HUESO
733;7800;DAVID;OLIVES;HINCKLEY;DAP;REINO UNIDO;40';25;2280;2243;20859;TRANSITEX;8/2021;ACEITUNAS RELLENAS PIMIENTO
734;2100;DAVID;ARASOL;MANCHESTER;DAP;REINO UNIDO;40';25;2728;3000;19980;CONTAINERSHIPS;8/2021;ACEITUNAS VERDES  RODAJAS
735;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1540;2000;9567;OPERINTER;8/2021;ACEITUNAS NEGRAS RODAJAS
736;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1956;1700;9567;SEALAND;8/2021;ACEITUNAS NEGRAS RODAJAS
737;6700;DAVID;ACENORCA;CASTELLO DI ANNONE;DAP;ITALIA;CAMION;33;1530;1800;24353;LIBERTIA;8/2021;ACEITUNAS NEGRAS RODAJAS
738;6300;PACHI;OSUNA;GDANSK;DDP;POLONIA;20';11;1315;2100;9226;SEALAND;8/2021;ACEITUNAS  RELLENAS  ANCHOA
739;7800;DAVID;OSUNA;ARMSTRONG;DAP;REINO UNIDO;40';25;2950;2227;20859;IBERICA TRANSLOGISTIC;8/2021;ACEITUNAS RELLENAS PIMIENTO
740;3300;DAVID;OLIVES;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1400;2250;23362;PEREZ RANGEL;8/2021;ACEITUNAS RELLENAS PIMIENTO
741;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;3300;2600;22378;BOGAITRANS;8/2021;ACEITUNAS VERDES  RODAJAS
742;7100;DAVID;OSUNA;MATELICA;DAP;ITALIA;CAMION;33;2050;2200;14988;LIBERTIA;8/2021;ACEITUNAS VERDES SIN HUESO
743;4800;DAVID;ACENORCA;CHARD;DAP;REINO UNIDO;20';11;2186;3300;19178;CONTAINERSHIPS;8/2021;ACEITUNAS RELLENAS PIMIENTO
744;4500;DAVID;ARASOL;PORTSMOUTH;DDP;REINO UNIDO;40';25;2859;3300;20859;CONTAINERSHIPS;8/2021;ACEITUNAS RELLENAS PIMIENTO
745;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2360;2450;9567;PINTO BASTO;8/2021;ACEITUNAS NEGRAS RODAJAS
746;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;1900;2550;23362;TRANSTIRA;8/2021;ACEITUNAS RELLENAS PIMIENTO
747;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;5995;6200;19980;BRAID;8/2021;ACEITUNAS VERDES  RODAJAS
748;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2200;2100;20859;EUROSHIPPING;8/2021;ACEITUNAS RELLENAS PIMIENTO
749;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1700;1800;18791;PINTO BASTO;8/2021;ACEITUNAS VERDES  RODAJAS
750;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2245;2393;21744;PINTO BASTO;8/2021;ACEITUNAS NEGRAS RODAJAS
751;4300;IRENE;ACENORCA;BOCHUM;DAP;ALEMANIA;CAMION;33;2000;2150;14988;SIKO TRANSITOS;8/2021;ACEITUNAS VERDES SIN HUESO
752;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1850;1825;19178;OPERINTER;8/2021;ACEITUNAS RELLENAS PIMIENTO
753;8400;MARIA;ARASOL;NEW YORK;CFR;ESTADOS UNIDOS;40';25;4750;4750;20969;BORTESI;8/2021;ACEITUNAS  RELLENAS  ANCHOA
754;1800;IRENE;ACENORCA;NIEDERHOFEN;DAP;ALEMANIA;CAMION;33;1915;2100;24353;TRANSTIRA;8/2021;ACEITUNAS NEGRAS RODAJAS
755;6700;DAVID;ACENORCA;MONTALDO;DAP;ITALIA;CAMION;33;1600;1800;14988;TRANSITALIA;8/2021;ACEITUNAS VERDES SIN HUESO
756;1800;IRENE;ACENORCA;NIEDERHOFEN;DAP;ALEMANIA;CAMION;33;1915;2100;22378;SILVAN LOGISTICS;8/2021;ACEITUNAS VERDES  RODAJAS
757;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2120;2530;19980;TRANSITEX;9/2021;ACEITUNAS VERDES  RODAJAS
